,TIME_SLOT_ID,TIME_VALUE
146,ts147,3350
147,ts148,3350
148,ts149,3350
149,ts150,3350
150,ts151,3350
151,ts152,3410
152,ts153,3410
153,ts154,3478
154,ts155,3510
155,ts156,3510
156,ts157,3511
157,ts158,3511
158,ts159,3511
159,ts160,3545
160,ts161,3545
161,ts162,3545
162,ts163,3545
163,ts164,3600
164,ts165,3600
165,ts166,3730
166,ts167,3730
167,ts168,3730
168,ts169,3730
169,ts170,3730
170,ts171,3730
171,ts172,3731
172,ts173,3732
173,ts174,3770
174,ts175,4040
175,ts176,4359
176,ts177,4360
177,ts178,4360
178,ts179,4360
179,ts180,4360
180,ts181,4360
181,ts182,4360
182,ts183,4360
183,ts184,4362
184,ts185,4400
185,ts186,4470
186,ts187,4470
187,ts188,4550
188,ts189,4550
189,ts190,4550
190,ts191,4550
191,ts192,4550
192,ts193,4600
193,ts194,4600
194,ts195,4635
195,ts196,4635
196,ts197,4635
197,ts198,4635
198,ts199,4900
199,ts200,4900
200,ts201,4900
201,ts202,4900
202,ts203,4900
203,ts204,4900
204,ts205,4900
205,ts206,4900
206,ts207,4903
207,ts208,4903
208,ts209,4903
209,ts210,4903
210,ts211,4960
211,ts212,4960
212,ts213,5018
213,ts214,5020
214,ts215,5020
215,ts216,5020
216,ts217,5020
217,ts218,5023
218,ts219,5118
219,ts220,5118
220,ts221,5118
221,ts222,5118
222,ts223,5118
223,ts224,5188
224,ts225,5188
225,ts226,5255
226,ts227,5255
227,ts228,5255
228,ts229,5255
229,ts230,5255
230,ts231,5290
231,ts232,5290
232,ts233,5313
233,ts234,5313
234,ts235,5340
235,ts236,5340
236,ts237,5340
237,ts238,5340
238,ts239,5392
239,ts240,5392
240,ts241,5450
241,ts242,5450
242,ts243,5450
243,ts244,5450
244,ts245,5450
245,ts246,5450
246,ts247,5452
247,ts248,5452
248,ts249,5530
249,ts250,5530
250,ts251,5580
251,ts252,5580
252,ts253,5626
253,ts254,5626
254,ts255,5688
255,ts256,5688
256,ts257,5773
257,ts258,5810
258,ts259,5812
259,ts260,5812
260,ts261,5820
261,ts262,5820
262,ts263,5890
263,ts264,5890
264,ts265,5890
265,ts266,5890
266,ts267,6050
267,ts268,6050
268,ts269,6150
269,ts270,6150
270,ts271,6150
271,ts272,6150
272,ts273,6150
273,ts274,6150
274,ts275,6150
275,ts276,6150
276,ts277,6200
277,ts278,6200
278,ts279,6419
279,ts280,6419
280,ts281,6419
281,ts282,6419
282,ts283,6419
283,ts284,6419
284,ts285,6419
285,ts286,6523
286,ts287,6523
287,ts288,6570
288,ts289,6570
289,ts290,6594
290,ts291,6594
291,ts292,6599
292,ts293,6599
293,ts294,6661
294,ts295,6661
295,ts296,6661
296,ts297,6661
297,ts298,6715
298,ts299,6715
299,ts300,6750
300,ts301,6750
301,ts302,6750
302,ts303,6750
303,ts304,6750
304,ts305,6750
305,ts306,6820
306,ts307,6820
307,ts308,6876
308,ts309,6876
309,ts310,6967
310,ts311,6967
311,ts312,7050
312,ts313,7050
313,ts314,7080
314,ts315,7080
315,ts316,7080
316,ts317,7080
317,ts318,7136
318,ts319,7136
319,ts320,7229
320,ts321,7230
321,ts322,7230
322,ts323,7230
323,ts324,7230
324,ts325,7230
325,ts326,7230
326,ts327,7232
327,ts328,7256
328,ts329,7256
329,ts330,7263
330,ts331,7263
331,ts332,7268
332,ts333,7288
333,ts334,7288
334,ts335,7288
335,ts336,7337
336,ts337,7337
337,ts338,7407
338,ts339,7407
339,ts340,7490
340,ts341,7490
341,ts342,7500
342,ts343,7500
343,ts344,7500
344,ts345,7500
345,ts346,7520
346,ts347,7520
347,ts348,7610
348,ts349,7610
349,ts350,7610
350,ts351,7610
351,ts352,7690
352,ts353,7690
353,ts354,7747
354,ts355,7747
355,ts356,7805
356,ts357,7805
357,ts358,7866
358,ts359,7866
359,ts360,7941
360,ts361,7941
361,ts362,7941
362,ts363,7941
363,ts364,7984
364,ts365,7984
365,ts366,8017
366,ts367,8133
367,ts368,8173
368,ts369,8173
369,ts370,8175
370,ts371,8204
371,ts372,8204
372,ts373,8290
373,ts374,8290
374,ts375,8353
375,ts376,8353
376,ts377,8440
377,ts378,8440
378,ts379,8480
379,ts380,8480
380,ts381,8512
381,ts382,8512
382,ts383,8530
383,ts384,8530
384,ts385,8530
385,ts386,8530
386,ts387,8530
387,ts388,8560
388,ts389,8560
389,ts390,8640
390,ts391,8640
391,ts392,8680
392,ts393,8680
393,ts394,8764
394,ts395,8764
395,ts396,8764
396,ts397,8770
397,ts398,8770
398,ts399,8774
399,ts400,8774
400,ts401,8889
401,ts402,8889
402,ts403,8998
403,ts404,8998
404,ts405,8998
405,ts406,8998
406,ts407,8998
407,ts408,8998
408,ts409,9079
409,ts410,9079
410,ts411,9102
411,ts412,9102
412,ts413,9110
413,ts414,9110
414,ts415,9150
415,ts416,9150
416,ts417,9230
417,ts418,9230
418,ts419,9230
419,ts420,9230
420,ts421,9230
421,ts422,9280
422,ts423,9280
423,ts424,9348
424,ts425,9348
425,ts426,9390
426,ts427,9390
427,ts428,9440
428,ts429,9440
429,ts430,9440
430,ts431,9440
431,ts432,9440
432,ts433,9550
433,ts434,9550
434,ts435,9605
435,ts436,9605
436,ts437,9605
437,ts438,9605
438,ts439,9605
439,ts440,9605
440,ts441,9606
441,ts442,9645
442,ts443,9645
443,ts444,9680
444,ts445,9680
445,ts446,9727
446,ts447,9727
447,ts448,9727
448,ts449,9770
449,ts450,9770
450,ts451,9818
451,ts452,9818
452,ts453,9818
453,ts454,9818
454,ts455,9818
455,ts456,9818
456,ts457,9818
457,ts458,9818
458,ts459,9920
459,ts460,9920
460,ts461,9960
461,ts462,9960
462,ts463,10035
463,ts464,10035
464,ts465,10035
465,ts466,10035
466,ts467,10035
467,ts468,10086
468,ts469,10130
469,ts470,10135
470,ts471,10135
471,ts472,10150
472,ts473,10150
473,ts474,10260
474,ts475,10260
475,ts476,10260
476,ts477,10260
477,ts478,10260
478,ts479,10260
479,ts480,10350
480,ts481,10350
481,ts482,10397
482,ts483,10408
483,ts484,10408
484,ts485,10408
485,ts486,10408
486,ts487,10789
487,ts488,10789
488,ts489,10789
489,ts490,10789
490,ts491,10790
491,ts492,10790
492,ts493,10790
493,ts494,10790
494,ts495,10790
495,ts496,10790
496,ts497,10790
497,ts498,10790
498,ts499,10791
499,ts500,10847
500,ts501,10847
501,ts502,10885
502,ts503,10885
503,ts504,10885
504,ts505,10885
505,ts506,10885
506,ts507,10885
507,ts508,10914
508,ts509,10914
509,ts510,10921
510,ts511,10921
511,ts512,10923
512,ts513,10960
513,ts514,10960
514,ts515,11000
515,ts516,11000
516,ts517,11040
517,ts518,11040
518,ts519,11040
519,ts520,11040
520,ts521,11040
521,ts522,11100
522,ts523,11100
523,ts524,11130
524,ts525,11130
525,ts526,11179
526,ts527,11212
527,ts528,11212
528,ts529,11212
529,ts530,11212
530,ts531,11212
531,ts532,11212
532,ts533,11330
533,ts534,11330
534,ts535,11336
535,ts536,11336
536,ts537,11375
537,ts538,11375
538,ts539,11375
539,ts540,11375
540,ts541,11375
541,ts542,11430
542,ts543,11430
543,ts544,11509
544,ts545,11509
545,ts546,11509
546,ts547,11509
547,ts548,11509
548,ts549,11510
549,ts550,11531
550,ts551,11532
551,ts552,11532
552,ts553,11549
553,ts554,11624
554,ts555,11625
555,ts556,11625
556,ts557,11626
557,ts558,11964
558,ts559,11964
559,ts560,11964
560,ts561,11964
561,ts562,11964
562,ts563,11964
563,ts564,11964
564,ts565,11964
565,ts566,12004
566,ts567,12025
567,ts568,12025
568,ts569,12100
569,ts570,12100
570,ts571,12100
571,ts572,12100
572,ts573,12100
573,ts574,12100
574,ts575,12100
575,ts576,12100
576,ts577,12100
577,ts578,12160
578,ts579,12160
579,ts580,12196
580,ts581,12220
581,ts582,12220
582,ts583,12220
583,ts584,12220
584,ts585,12220
585,ts586,12220
586,ts587,12220
587,ts588,12224
588,ts589,12244
589,ts590,12270
590,ts591,12270
591,ts592,12280
592,ts593,12300
593,ts594,12300
594,ts595,12300
595,ts596,12300
596,ts597,12300
597,ts598,12330
598,ts599,12330
599,ts600,12360
600,ts601,12360
601,ts602,12431
602,ts603,12431
603,ts604,12431
604,ts605,12500
605,ts606,12500
606,ts607,12570
607,ts608,12570
608,ts609,12570
609,ts610,12570
610,ts611,12570
611,ts612,12570
612,ts613,12610
613,ts614,12610
614,ts615,12643
615,ts616,12643
616,ts617,12660
617,ts618,12660
618,ts619,12660
619,ts620,12660
620,ts621,12689
621,ts622,12689
622,ts623,12689
623,ts624,12689
624,ts625,12694
625,ts626,12770
626,ts627,12770
627,ts628,12980
628,ts629,12980
629,ts630,12980
630,ts631,12980
631,ts632,12980
632,ts633,12980
633,ts634,12981
634,ts635,12983
635,ts636,12984
636,ts637,13020
637,ts638,14433
638,ts639,14433
639,ts640,14440
640,ts641,14445
641,ts642,15072
642,ts643,15125
643,ts644,15125
644,ts645,15125
645,ts646,15125
646,ts647,15125
647,ts648,15125
648,ts649,15165
649,ts650,15292
650,ts651,15325
651,ts652,15325
652,ts653,15440
653,ts654,15480
654,ts655,15480
655,ts656,15480
656,ts657,15480
657,ts658,15480
658,ts659,15650
659,ts660,15650
660,ts661,15650
661,ts662,15650
662,ts663,15722
663,ts664,15722
664,ts665,15763
665,ts666,15763
666,ts667,15830
667,ts668,15830
668,ts669,15830
669,ts670,15830
670,ts671,15830
671,ts672,15830
672,ts673,15830
673,ts674,15910
674,ts675,15910
675,ts676,16090
676,ts677,16090
677,ts678,16090
678,ts679,16090
679,ts680,16090
680,ts681,16146
681,ts682,16146
682,ts683,16365
683,ts684,16365
684,ts685,16365
685,ts686,16365
686,ts687,16365
687,ts688,16442
688,ts689,16442
689,ts690,16502
690,ts691,16502
691,ts692,16600
692,ts693,16600
693,ts694,16810
694,ts695,16810
695,ts696,16810
696,ts697,16810
697,ts698,16810
698,ts699,16810
699,ts700,16810
700,ts701,16850
701,ts702,17152
702,ts703,17152
703,ts704,17152
704,ts705,17152
705,ts706,17152
706,ts707,17152
707,ts708,17152
708,ts709,17152
709,ts710,17152
710,ts711,17192
711,ts712,17265
712,ts713,17265
713,ts714,17312
714,ts715,17312
715,ts716,17359
716,ts717,17359
717,ts718,17359
718,ts719,17359
719,ts720,17359
720,ts721,17361
721,ts722,17361
722,ts723,17433
723,ts724,17433
724,ts725,17542
725,ts726,17542
726,ts727,17542
727,ts728,17570
728,ts729,17570
729,ts730,17603
730,ts731,17603
731,ts732,17605
732,ts733,17605
733,ts734,17636
734,ts735,17636
735,ts736,17636
736,ts737,17709
737,ts738,17709
738,ts739,17796
739,ts740,17796
740,ts741,17822
741,ts742,17859
742,ts743,17862
743,ts744,17862
744,ts745,17911
745,ts746,17911
746,ts747,17911
747,ts748,17977
748,ts749,17977
749,ts750,17977
750,ts751,17977
751,ts752,17977
752,ts753,17980
753,ts754,17980
754,ts755,17980
755,ts756,17980
756,ts757,18010
757,ts758,18010
758,ts759,18010
759,ts760,18010
760,ts761,18050
761,ts762,18050
762,ts763,18103
763,ts764,18103
764,ts765,18150
765,ts766,18150
766,ts767,18150
767,ts768,18150
768,ts769,18150
769,ts770,18150
770,ts771,18150
771,ts772,18151
772,ts773,18151
773,ts774,18151
774,ts775,18151
775,ts776,18151
776,ts777,18151
777,ts778,18251
778,ts779,18251
779,ts780,18251
780,ts781,18251
781,ts782,18254
782,ts783,18254
783,ts784,18254
784,ts785,18254
785,ts786,18254
786,ts787,18254
787,ts788,18254
788,ts789,18254
789,ts790,18254
790,ts791,18254
791,ts792,18254
792,ts793,18254
793,ts794,18255
794,ts795,18255
795,ts796,18294
796,ts797,18331
797,ts798,18331
798,ts799,18372
799,ts800,18372
800,ts801,18372
801,ts802,18372
802,ts803,18372
803,ts804,18421
804,ts805,18421
805,ts806,18473
806,ts807,18473
807,ts808,18474
808,ts809,18529
809,ts810,18529
810,ts811,18578
811,ts812,18578
812,ts813,18630
813,ts814,18630
814,ts815,18660
815,ts816,18660
816,ts817,18660
817,ts818,18660
818,ts819,18660
819,ts820,18660
820,ts821,18692
821,ts822,18692
822,ts823,18705
823,ts824,18733
824,ts825,18734
825,ts826,18734
826,ts827,18734
827,ts828,18750
828,ts829,18750
829,ts830,18750
830,ts831,18750
831,ts832,18816
832,ts833,18816
833,ts834,18840
834,ts835,18840
835,ts836,18840
836,ts837,18840
837,ts838,18870
838,ts839,18870
839,ts840,18920
840,ts841,18920
841,ts842,18920
842,ts843,18920
843,ts844,18920
844,ts845,18969
845,ts846,18969
846,ts847,19090
847,ts848,19090
848,ts849,19090
849,ts850,19090
850,ts851,19090
851,ts852,19148
852,ts853,19148
853,ts854,19270
854,ts855,19270
855,ts856,19270
856,ts857,19270
857,ts858,19270
858,ts859,19270
859,ts860,19271
860,ts861,19271
861,ts862,19272
862,ts863,19310
863,ts864,20114
864,ts865,20120
865,ts866,20297
866,ts867,20297
867,ts868,20297
868,ts869,20297
869,ts870,20297
870,ts871,20297
871,ts872,20297
872,ts873,20297
873,ts874,20337
874,ts875,20365
875,ts876,20365
876,ts877,20431
877,ts878,20431
878,ts879,20431
879,ts880,20431
880,ts881,20495
881,ts882,20495
882,ts883,20657
883,ts884,20657
884,ts885,20657
885,ts886,20736
886,ts887,20736
887,ts888,20736
888,ts889,20736
889,ts890,20736
890,ts891,20736
891,ts892,20736
892,ts893,20776
893,ts894,20895
894,ts895,20895
895,ts896,20895
896,ts897,20895
897,ts898,20895
898,ts899,20895
899,ts900,20895
900,ts901,20895
901,ts902,20895
902,ts903,20971
903,ts904,20971
904,ts905,21032
905,ts906,21032
906,ts907,21113
907,ts908,21113
908,ts909,21232
909,ts910,21232
910,ts911,21232
911,ts912,21232
912,ts913,21232
913,ts914,21232
914,ts915,21232
915,ts916,21232
916,ts917,21232
917,ts918,21232
918,ts919,21232
919,ts920,21232
920,ts921,21235
921,ts922,21272
922,ts923,21315
923,ts924,21315
924,ts925,21350
925,ts926,21350
926,ts927,21403
927,ts928,21403
928,ts929,21403
929,ts930,21403
930,ts931,21403
931,ts932,21472
932,ts933,21472
933,ts934,21510
934,ts935,21510
935,ts936,21510
936,ts937,21510
937,ts938,21510
938,ts939,21510
939,ts940,21510
940,ts941,21511
941,ts942,21512
942,ts943,21609
943,ts944,21609
944,ts945,21659
945,ts946,21659
946,ts947,21659
947,ts948,21659
948,ts949,21659
949,ts950,21680
950,ts951,21685
951,ts952,21710
952,ts953,21710
953,ts954,21760
954,ts955,21760
955,ts956,21760
956,ts957,21760
957,ts958,21760
958,ts959,21796
959,ts960,21796
960,ts961,21880
961,ts962,21880
962,ts963,21880
963,ts964,21880
964,ts965,21880
965,ts966,21930
966,ts967,21930
967,ts968,22060
968,ts969,22060
969,ts970,22126
970,ts971,22126
971,ts972,22126
972,ts973,22126
973,ts974,22126
974,ts975,22126
975,ts976,22210
976,ts977,22210
977,ts978,22268
978,ts979,22268
979,ts980,22268
980,ts981,22268
981,ts982,22268
982,ts983,22268
983,ts984,22268
984,ts985,22270
985,ts986,22271
986,ts987,22291
987,ts988,22291
988,ts989,22300
989,ts990,22300
990,ts991,22344
991,ts992,22344
992,ts993,22397
993,ts994,22397
994,ts995,22480
995,ts996,22480
996,ts997,22640
997,ts998,22640
998,ts999,22640
999,ts1000,22640
1000,ts1001,22680
1001,ts1002,22680
1002,ts1003,22846
1003,ts1004,22869
1004,ts1005,22870
1005,ts1006,22870
1006,ts1007,22870
1007,ts1008,22870
1008,ts1009,22870
1009,ts1010,22879
1010,ts1011,22879
1011,ts1012,22879
1012,ts1013,22879
1013,ts1014,22880
1014,ts1015,22910
1015,ts1016,23180
1016,ts1017,23180
1017,ts1018,23180
1018,ts1019,23180
1019,ts1020,23180
1020,ts1021,23182
1021,ts1022,23182
1022,ts1023,23260
1023,ts1024,23260
1024,ts1025,23327
1025,ts1026,23353
1026,ts1027,23353
1027,ts1028,23353
1028,ts1029,23353
1029,ts1030,23353
1030,ts1031,23353
1031,ts1032,23367
1032,ts1033,23367
1033,ts1034,23367
1034,ts1035,23372
1035,ts1036,23374
1036,ts1037,23642
1037,ts1038,23642
1038,ts1039,23645
1039,ts1040,23645
1040,ts1041,23645
1041,ts1042,23645
1042,ts1043,23645
1043,ts1044,23646
1044,ts1045,23646
1045,ts1046,23646
1046,ts1047,23646
1047,ts1048,23701
1048,ts1049,23760
1049,ts1050,23760
1050,ts1051,23830
1051,ts1052,23830
1052,ts1053,23830
1053,ts1054,23830
1054,ts1055,23830
1055,ts1056,23834
1056,ts1057,23874
1057,ts1058,23874
1058,ts1059,23875
1059,ts1060,23880
1060,ts1061,23880
1061,ts1062,23920
1062,ts1063,23920
1063,ts1064,23920
1064,ts1065,23920
1065,ts1066,23920
1066,ts1067,23920
1067,ts1068,23920
1068,ts1069,23920
1069,ts1070,23970
1070,ts1071,23970
1071,ts1072,24036
1072,ts1073,24036
1073,ts1074,24036
1074,ts1075,24036
1075,ts1076,24036
1076,ts1077,24036
1077,ts1078,24069
1078,ts1079,24069
1079,ts1080,24069
1080,ts1081,24069
1081,ts1082,24154
1082,ts1083,24154
1083,ts1084,24154
1084,ts1085,24154
1085,ts1086,24154
1086,ts1087,24154
1087,ts1088,24154
1088,ts1089,24184
1089,ts1090,24184
1090,ts1091,24240
1091,ts1092,24240
1092,ts1093,24240
1093,ts1094,24240
1094,ts1095,24240
1095,ts1096,24306
1096,ts1097,24306
1097,ts1098,24411
1098,ts1099,24411
1099,ts1100,24414
1100,ts1101,24414
1101,ts1102,24560
1102,ts1103,24560
1103,ts1104,24643
1104,ts1105,24643
1105,ts1106,24643
1106,ts1107,24643
1107,ts1108,24700
1108,ts1109,24700
1109,ts1110,24729
1110,ts1111,24759
1111,ts1112,24764
1112,ts1113,24765
1113,ts1114,24783
1114,ts1115,24783
1115,ts1116,24783
1116,ts1117,24783
1117,ts1118,24970
1118,ts1119,24970
1119,ts1120,24970
1120,ts1121,24970
1121,ts1122,24970
1122,ts1123,24970
1123,ts1124,24970
1124,ts1125,24970
1125,ts1126,24970
1126,ts1127,24970
1127,ts1128,24970
1128,ts1129,25022
1129,ts1130,25022
1130,ts1131,25110
1131,ts1132,25110
1132,ts1133,25110
1133,ts1134,25110
1134,ts1135,25170
1135,ts1136,25170
1136,ts1137,25233
1137,ts1138,25233
1138,ts1139,25233
1139,ts1140,25233
1140,ts1141,25233
1141,ts1142,25280
1142,ts1143,25280
1143,ts1144,25347
1144,ts1145,25347
1145,ts1146,25347
1146,ts1147,25347
1147,ts1148,25347
1148,ts1149,25411
1149,ts1150,25411
1150,ts1151,25640
1151,ts1152,25640
1152,ts1153,25640
1153,ts1154,25640
1154,ts1155,25720
1155,ts1156,25720
1156,ts1157,25920
1157,ts1158,25920
1158,ts1159,25920
1159,ts1160,25920
1160,ts1161,25920
1161,ts1162,25920
1162,ts1163,26030
1163,ts1164,26030
1164,ts1165,26030
1165,ts1166,26030
1166,ts1167,26030
1167,ts1168,26070
1168,ts1169,26084
1169,ts1170,26084
1170,ts1171,26140
1171,ts1172,26140
1172,ts1173,26153
1173,ts1174,26153
1174,ts1175,26156
1175,ts1176,26156
1176,ts1177,26207
1177,ts1178,26207
1178,ts1179,26264
1179,ts1180,26264
1180,ts1181,26290
1181,ts1182,26290
1182,ts1183,26290
1183,ts1184,26325
1184,ts1185,26325
1185,ts1186,26326
1186,ts1187,26335
1187,ts1188,26335
1188,ts1189,26379
1189,ts1190,26379
1190,ts1191,26379
1191,ts1192,26379
1192,ts1193,26379
1193,ts1194,26379
1194,ts1195,26470
1195,ts1196,26470
1196,ts1197,26497
1197,ts1198,26501
1198,ts1199,26524
1199,ts1200,26524
1200,ts1201,26524
1201,ts1202,26524
1202,ts1203,26560
1203,ts1204,26560
1204,ts1205,26620
1205,ts1206,26620
1206,ts1207,26620
1207,ts1208,26620
1208,ts1209,26660
1209,ts1210,26660
1210,ts1211,26740
1211,ts1212,26740
1212,ts1213,26740
1213,ts1214,26740
1214,ts1215,26740
1215,ts1216,26740
1216,ts1217,26740
1217,ts1218,26805
1218,ts1219,26805
1219,ts1220,26882
1220,ts1221,26912
1221,ts1222,26912
1222,ts1223,26914
1223,ts1224,26920
1224,ts1225,26920
1225,ts1226,26922
1226,ts1227,26922
1227,ts1228,26990
1228,ts1229,26990
1229,ts1230,26990
1230,ts1231,26990
1231,ts1232,26990
1232,ts1233,27058
1233,ts1234,27058
1234,ts1235,27100
1235,ts1236,27100
1236,ts1237,27100
1237,ts1238,27100
1238,ts1239,27100
1239,ts1240,27100
1240,ts1241,27100
1241,ts1242,27101
1242,ts1243,27101
1243,ts1244,27156
1244,ts1245,27156
1245,ts1246,27212
1246,ts1247,27212
1247,ts1248,27212
1248,ts1249,27212
1249,ts1250,27212
1250,ts1251,27212
1251,ts1252,27250
1252,ts1253,27250
1253,ts1254,27290
1254,ts1255,27290
1255,ts1256,27290
1256,ts1257,27290
1257,ts1258,27290
1258,ts1259,27290
1259,ts1260,27290
1260,ts1261,27290
1261,ts1262,27291
1262,ts1263,27332
1263,ts1264,27332
1264,ts1265,27370
1265,ts1266,27370
1266,ts1267,27370
1267,ts1268,27370
1268,ts1269,27370
1269,ts1270,27370
1270,ts1271,27370
1271,ts1272,27370
1272,ts1273,27370
1273,ts1274,27440
1274,ts1275,27440
1275,ts1276,27474
1276,ts1277,27513
1277,ts1278,27513
1278,ts1279,27514
1279,ts1280,27514
1280,ts1281,27515
1281,ts1282,27520
1282,ts1283,27520
1283,ts1284,27580
1284,ts1285,27580
1285,ts1286,27580
1286,ts1287,27580
1287,ts1288,27580
1288,ts1289,27670
1289,ts1290,27670
1290,ts1291,27720
1291,ts1292,27720
1292,ts1293,27720
1293,ts1294,27720
1294,ts1295,27720
1295,ts1296,27760
1296,ts1297,27760
1297,ts1298,27820
1298,ts1299,27820
1299,ts1300,27820
1300,ts1301,27820
1301,ts1302,27820
1302,ts1303,27820
1303,ts1304,27820
1304,ts1305,27820
1305,ts1306,27871
1306,ts1307,27871
1307,ts1308,27926
1308,ts1309,27926
1309,ts1310,27968
1310,ts1311,27968
1311,ts1312,27968
1312,ts1313,27982
1313,ts1314,27982
1314,ts1315,28010
1315,ts1316,28010
1316,ts1317,28050
1317,ts1318,28050
1318,ts1319,28050
1319,ts1320,28050
1320,ts1321,28098
1321,ts1322,28139
1322,ts1323,28177
1323,ts1324,28177
1324,ts1325,28177
1325,ts1326,28177
1326,ts1327,28177
1327,ts1328,28323
1328,ts1329,28323
1329,ts1330,28464
1330,ts1331,28465
1331,ts1332,28480
1332,ts1333,28480
1333,ts1334,28480
1334,ts1335,28480
1335,ts1336,28480
1336,ts1337,28540
1337,ts1338,28540
1338,ts1339,28770
1339,ts1340,28770
1340,ts1341,28770
1341,ts1342,28770
1342,ts1343,28770
1343,ts1344,28770
1344,ts1345,28770
1345,ts1346,28770
1346,ts1347,28810
1347,ts1348,28891
1348,ts1349,28891
1349,ts1350,28891
1350,ts1351,28891
1351,ts1352,29103
1352,ts1353,29103
1353,ts1354,29199
1354,ts1355,29199
1355,ts1356,29199
1356,ts1357,29199
1357,ts1358,29199
1358,ts1359,29199
1359,ts1360,29200
1360,ts1361,29201
1361,ts1362,29239
1362,ts1363,29330
1363,ts1364,29330
1364,ts1365,29330
1365,ts1366,29330
1366,ts1367,29330
1367,ts1368,29330
1368,ts1369,29384
1369,ts1370,29384
1370,ts1371,29384
1371,ts1372,29384
1372,ts1373,29450
1373,ts1374,29450
1374,ts1375,29450
1375,ts1376,29450
1376,ts1377,29473
1377,ts1378,29490
1378,ts1379,29490
1379,ts1380,29490
1380,ts1381,29504
1381,ts1382,29504
1382,ts1383,29507
1383,ts1384,29507
1384,ts1385,29510
1385,ts1386,29561
1386,ts1387,29561
1387,ts1388,29650
1388,ts1389,29650
1389,ts1390,29720
1390,ts1391,29720
1391,ts1392,29720
1392,ts1393,29720
1393,ts1394,29720
1394,ts1395,29800
1395,ts1396,29800
1396,ts1397,29840
1397,ts1398,29840
1398,ts1399,29840
1399,ts1400,29840
1400,ts1401,29840
1401,ts1402,29840
1402,ts1403,29840
1403,ts1404,29840
1404,ts1405,29840
1405,ts1406,29940
1406,ts1407,29940
1407,ts1408,29992
1408,ts1409,29992
1409,ts1410,30080
1410,ts1411,30080
1411,ts1412,30080
1412,ts1413,30200
1413,ts1414,30200
1414,ts1415,30303
1415,ts1416,30342
1416,ts1417,30342
1417,ts1418,30344
1418,ts1419,30344
1419,ts1420,30344
1420,ts1421,30420
1421,ts1422,30420
1422,ts1423,30420
1423,ts1424,30420
1424,ts1425,30420
1425,ts1426,30480
1426,ts1427,30480
1427,ts1428,30640
1428,ts1429,30640
1429,ts1430,30640
1430,ts1431,30640
1431,ts1432,30640
1432,ts1433,30640
1433,ts1434,30640
1434,ts1435,30640
1435,ts1436,30640
1436,ts1437,30640
1437,ts1438,30640
1438,ts1439,30750
1439,ts1440,30750
1440,ts1441,30799
1441,ts1442,30799
1442,ts1443,30877
1443,ts1444,30877
1444,ts1445,30904
1445,ts1446,30939
1446,ts1447,30942
1447,ts1448,30942
1448,ts1449,30942
1449,ts1450,30942
1450,ts1451,30960
1451,ts1452,30960
